학교명,설립별,지역별,교외장학금 국가,교내장학금 저소득층장학금,장학금_총계,학제별,평균입학금,평균등록금(원),일반학자금대출_전체_학생수,일반학자금대출_전체_금액,일반학자금대출_등록금_학생수,일반학자금대출_등록금_금액,취업학자금대출_전체_학생수,취업학자금대출_전체_금액,취업학자금대출_등록금_학생수,취업학자금대출_등록금_금액,일반_생활비대출_금액,취업_생활비대출_금액,총_생활비대출_금액,총_등록금대출_금액,총_대출_금액,총_대출_학생수
인천대학교,국공립,인천,26412216855,2218828667,37440493078,대학,0,4650414.5,1310,3941458390,856,2235908390,1851,4199537969,658,1250561289,1705550000,2948976680,4654526680,3486469679,8140996359,3161
인하공업전문대학,사립,인천,20747832724,1412476380,28982779296,전문대학,0,7318815.2,874,2866250800,643,1897100800,1316,3696267297,690,1788643374,969150000,1907623923,2876773923,3685744174,6562518097,2190
인하대학교,사립,인천,38886988719,4527459000,61359069359,대학,0,8490347.9,3419,13525576100,2640,9613393100,2860,7901756134,1514,3819696800,3912183000,4082059334,7994242334,13433089900,21427332234,6279
장로회신학대학교,사립,서울,2089279948,92948000,2791650905,대학,0,7308300.0,867,4342346160,747,3298846160,353,1282053668,221,738062507,1043500000,543991161,1587491161,4036908667,5624399828,1220
재능대학교,사립,인천,9274732798,783733389,12333988145,전문대학,0,7199291.8,433,1392756110,303,906006110,587,1602003950,332,744040001,486750000,857963949,1344713949,1650046111,2994760060,1020
전남과학대학교,사립,전남,11335171573,151970000,13257904087,전문대학,0,5493549.3,249,555683000,76,179183000,427,985420000,128,322470000,376500000,662950000,1039450000,501653000,1541103000,676
전남대학교,국공립,광주,40427465968,3251468320,58416519402,대학,0,4198425.5,2659,9316824180,1788,5567524180,2805,6594604179,775,1830301074,3749300000,4764303105,8513603105,7397825254,15911428359,5464
전남도립대학교,국공립,전남,1482233612,0,2108041405,전문대학,0,1962652.2,53,107118000,13,12518000,54,105833000,8,7833000,94600000,98000000,192600000,20351000,212951000,107
전북과학대학교,사립,전북,6198568609,62387000,7459259898,전문대학,0,5403179.4,162,402526600,47,120426600,261,628015800,70,184265800,282100000,443750000,725850000,304692400,1030542400,423
전북대학교,국공립,전북,39185682710,4422018640,53677932423,대학,0,4461484.3,2299,7519573300,1551,4365723300,2423,5671254802,712,1599891023,3153850000,4071363779,7225213779,5965614323,13190828102,4722
전주교육대학교,국공립,전북,1221073435,81263000,1667174845,대학,0,3646000.0,68,169922000,38,71672000,83,153070000,8,13514000,98250000,139556000,237806000,85186000,322992000,151
전주기전대학,사립,전북,6992677412,0,9947327470,전문대학,0,6800000.0,141,357145830,61,163745830,203,531032948,82,185732948,193400000,345300000,538700000,349478778,888178778,344
전주대학교,사립,전북,32208647253,3266757886,44117634272,대학,0,7543384.2,1080,3652072240,776,2372422240,1808,4809168917,807,2048419712,1279650000,2760749205,4040399205,4420841952,8461241157,2888
전주비전대학교,사립,전북,10174315290,0,12653440975,전문대학,0,6728959.0,262,707941100,150,354641100,606,1452439550,270,490156200,353300000,962283350,1315583350,844797300,2160380650,868
제주관광대학교,사립,제주,5077704759,0,5938775742,전문대학,0,5475138.5,100,253015500,40,94115500,200,472487000,74,162787000,158900000,309700000,468600000,256902500,725502500,300
제주국제대학교,사립,제주,121006036,46800000,829500560,대학,0,5819108.1,31,96010000,25,53210000,5,8500000,0,0,42800000,8500000,51300000,53210000,104510000,36
제주대학교,국공립,제주,20280733019,1641875970,27177775706,대학,0,4060630.6,1261,4034373800,860,2215773800,1202,2792423110,371,805688431,1818600000,1986734679,3805334679,3021462231,6826796910,2463
제주한라대학교,사립,제주,11033947840,9040000,13285697155,전문대학,0,5618737.1,305,849813000,189,465363000,638,1658443790,285,672943790,384450000,985500000,1369950000,1138306790,2508256790,943
조선간호대학교,사립,광주,1842357568,163106500,2301457770,전문대학,0,5477556.7,81,199328750,37,88578750,187,469653000,92,166303000,110750000,303350000,414100000,254881750,668981750,268
조선대학교,사립,광주,48480234460,4562616600,67271271120,대학,0,7718958.2,1847,6519313460,1268,4293013460,2807,7821616943,1340,3585897337,2226300000,4235719606,6462019606,7878910797,14340930403,4654
조선이공대학교,사립,광주,8099033350,4448166,10285526958,전문대학,0,5951378.2,215,492907500,83,165457500,403,893617692,111,223848750,327450000,669768942,997218942,389306250,1386525192,618
중부대학교,사립,충남,19930365280,1929028500,29467560845,대학,0,7846832.5,1018,3399481490,853,2256231490,1385,3806460142,833,1891015497,1143250000,1915444645,3058694645,4147246987,7205941632,2403
중앙대학교,사립,서울,45332366376,16965651150,82149216925,대학,0,8796904.4,5071,27309933390,4149,21861533390,3172,10414380253,1672,5564146913,5448400000,4850233340,10298633340,27425680303,37724313643,8243
중원대학교,사립,충북,9087657303,0,19065380412,대학,0,7659699.5,326,979785700,138,497435700,543,1441464670,245,609898000,482350000,831566670,1313916670,1107333700,2421250370,869
진주교육대학교,국공립,경남,2264500352,213963000,3337101170,대학,0,3778500.0,91,221080400,50,87480400,107,233178000,20,33628000,133600000,199550000,333150000,121108400,454258400,198
진주보건대학교,사립,경남,7967586344,524531800,9884414529,전문대학,0,6726579.9,258,735271800,156,409621800,639,1664190254,288,671140254,325650000,993050000,1318700000,1080762054,2399462054,897
차의과학대학교,사립,경기,6872572060,982830950,9843910131,대학,0,7762597.4,979,5341835800,891,4294535800,492,1671676415,287,948381965,1047300000,723294450,1770594450,5242917765,7013512215,1471
창신대학교,사립,경남,5562085666,346325100,8062068945,대학,0,6964561.1,182,484344200,104,236944200,247,587439140,97,203505800,247400000,383933340,631333340,440450000,1071783340,429
창원문성대학교,사립,경남,2868476318,0,3506021795,전문대학,0,6502184.0,123,314408000,69,165408000,193,514042000,101,235442000,149000000,278600000,427600000,400850000,828450000,316
청강문화산업대학교,사립,경기,10863559626,1588439086,14557158551,전문대학,0,8073243.3,467,1639355660,355,1141505660,845,2562512710,453,1297426876,497850000,1265085834,1762935834,2438932536,4201868370,1312
청암대학교,사립,전남,6211655050,3900000,7984718509,전문대학,0,6217559.3,122,322575500,67,149525500,296,786592510,136,308642510,173050000,477950000,651000000,458168010,1109168010,418
청운대학교,사립,충남,21139346130,556910500,28095808243,대학,0,8000799.0,740,2260820200,519,1417620200,831,2206639984,405,1033358347,843200000,1173281637,2016481637,2450978547,4467460184,1571
청주대학교,사립,충북,28781701556,5619752140,44492459515,대학,0,8319491.0,1197,4262290680,934,2945390680,1761,5052579005,1120,2610629005,1316900000,2441950000,3758850000,5556019685,9314869685,2958
초당대학교,사립,전남,7664025152,226529750,11923383402,대학,0,7231632.4,217,908698980,131,622848980,522,1859769420,260,1073380520,285850000,786388900,1072238900,1696229500,2768468400,739
총신대학교,사립,서울,4812856508,548602000,6354207349,대학,0,7556237.0,1121,4769478750,963,3395578750,675,2340461528,468,1329459248,1373900000,1011002280,2384902280,4725037998,7109940278,1796
추계예술대학교,사립,서울,2570709978,398432000,3787086680,대학,0,9898886.0,269,1242599060,230,964399060,304,1128951920,217,698201920,278200000,430750000,708950000,1662600980,2371550980,573
춘천교육대학교,국공립,강원,2212622106,161415000,2864006050,대학,0,3601590.4,98,246952500,58,98152500,102,223851500,24,38101500,148800000,185750000,334550000,136254000,470804000,200
춘해보건대학교,사립,울산,8230953897,463118500,10005880005,전문대학,0,6647074.6,286,858338660,196,468988660,736,1908993779,393,821293779,389350000,1087700000,1477050000,1290282439,2767332439,1022
충남대학교,국공립,대전,29669075804,3272480930,43638538434,대학,0,4401836.0,2439,8230817250,1686,4884617250,2124,5107965649,650,1593643781,3346200000,3514321868,6860521868,6478261031,13338782899,4563
충남도립대학교,국공립,충남,1846035098,275452000,3885646444,전문대학,0,2460813.7,55,109647000,28,33847000,106,221867500,35,42367500,75800000,179500000,255300000,76214500,331514500,161
충북대학교,국공립,충북,25880447156,1271221000,38061483280,대학,0,4305681.0,1797,5796294310,1252,3294744310,1716,4250227113,600,1397310433,2501550000,2852916680,5354466680,4692054743,10046521423,3513
충북도립대학교,국공립,충북,1330986642,0,1919043283,전문대학,0,1873069.8,33,71483000,23,21583000,47,100112980,24,21062980,49900000,79050000,128950000,42645980,171595980,80
충북보건과학대학교,사립,충북,6619029926,95062400,8939776939,전문대학,0,6723179.0,216,609131900,141,344581900,376,1022923960,196,474323960,264550000,548600000,813150000,818905860,1632055860,592
충청대학교,사립,충북,8370892085,548498620,11629662810,전문대학,0,6323805.7,261,732027000,155,395327000,399,1066477685,187,460541851,336700000,605935834,942635834,855868851,1798504685,660
칼빈대학교,사립,경기,960936432,1500000,2902386060,대학,0,8030000.0,157,607435000,138,398285000,64,184600000,41,98750000,209150000,85850000,295000000,497035000,792035000,221
평택대학교,사립,경기,8531670480,916409000,12342047520,대학,0,8198774.1,573,2193356150,485,1598256150,566,1751892299,389,1009758959,595100000,742133340,1337233340,2608015109,3945248449,1139
포항공과대학교,사립,경북,4246467213,48472800,11164528477,대학,0,5613500.0,682,3261842000,525,2361692000,171,650627000,103,425127000,900150000,225500000,1125650000,2786819000,3912469000,853
포항대학교,사립,경북,5876548569,1166800,7393888887,전문대학,0,6575609.6,220,600123000,129,298873000,418,1057320451,208,370420451,301250000,686900000,988150000,669293451,1657443451,638
한경국립대학교,국공립,경기,11961298304,425393430,16318842120,대학,0,4021297.0,460,1193308350,271,567508350,617,1317608460,166,319685730,625800000,997922730,1623722730,887194080,2510916810,1077
한국과학기술원,국공립,대전,4791686714,505632740,28234464377,대학,0,6866000.0,1832,11554320000,1443,9053720000,260,605100000,119,125600000,2500600000,479500000,2980100000,9179320000,12159420000,2092
한국관광대학교,사립,경기,3430851935,58765000,4562224173,전문대학,0,6832009.8,116,354040150,80,218140150,205,540771310,97,227671310,135900000,313100000,449000000,445811460,894811460,321
한국교원대학교,국공립,충북,4196024367,499829900,6351229650,대학,0,3456068.7,552,1712469900,475,1057869900,213,481295425,60,121195425,654600000,360100000,1014700000,1179065325,2193765325,765
한국기술교육대학교,사립,충남,8778099399,141044410,15536880063,대학,0,4475287.1,308,835706920,179,407356920,354,744955304,76,139555304,428350000,605400000,1033750000,546912224,1580662224,662
한국농수산대학교,국공립,전북,174818800,0,174818800,전문대학,0,0.0,20,42275000,3,4275000,44,89550000,4,5700000,38000000,83850000,121850000,9975000,131825000,64
한국방송통신대학교,국공립,서울,13157412514,745391900,22882242229,대학,0,762435.9,5143,10900179730,2402,1299529730,2531,5201851328,1232,498266176,9600650000,4703585152,14304235152,1797795906,16102031058,7674
한국복지사이버대학교,사립,경북,3560665000,25830000,5242231000,전문대학,0,2196000.0,156,277404000,33,24404000,45,90454420,17,12954420,253000000,77500000,330500000,37358420,367858420,201
한국성서대학교,사립,서울,3214307172,56640000,4374722229,대학,0,7506665.2,213,789473000,184,554023000,273,746368775,173,411499825,235450000,334868950,570318950,965522825,1535841775,486
한국승강기대학교,사립,경남,1971713132,155807800,2611759150,전문대학,0,7221135.9,41,103299000,23,57349000,78,217408160,42,100108160,45950000,117300000,163250000,157457160,320707160,119
한국에너지공과대학교,국공립,전남,319950000,0,4376732500,대학,0,9000000.0,36,71750000,0,0,2,4000000,0,0,71750000,4000000,75750000,0,75750000,38
한국열린사이버대학교,사립,서울,7800589120,110382600,11211873610,대학,0,2423087.7,399,764414100,103,87414100,184,364932900,54,39732900,677000000,325200000,1002200000,127147000,1129347000,583
한국영상대학교,사립,세종,9728977337,571373400,12153280245,전문대학,0,6918276.8,437,1451599500,336,924649500,758,2035776904,441,850482454,526950000,1185294450,1712244450,1775131954,3487376404,1195
한국체육대학교,국공립,서울,4073762834,147812000,6496372903,대학,0,3860074.8,427,1424030820,298,849330820,369,849681245,89,197431245,574700000,652250000,1226950000,1046762065,2273712065,796
한국침례신학대학교,사립,대전,4301970899,119375300,5319422952,대학,0,5989978.1,429,1625531700,367,1051081700,343,1012043059,188,487793059,574450000,524250000,1098700000,1538874759,2637574759,772
한국폴리텍 I 대학 서울강서캠퍼스,사립,서울,399040000,10982000,519564115,전문대학,0,2494000.0,30,54917000,11,13217000,45,95305000,15,16205000,41700000,79100000,120800000,29422000,150222000,75
한국폴리텍 I 대학 서울정수캠퍼스,사립,서울,1156485811,34666600,1448198911,전문대학,0,2494000.0,93,202649830,37,43099830,162,329324000,42,49574000,159550000,279750000,439300000,92673830,531973830,255
한국폴리텍 I 대학 성남캠퍼스,사립,경기,500124340,8932000,652492340,전문대학,0,2432000.0,44,92500000,20,23500000,68,141814000,17,18564000,69000000,123250000,192250000,42064000,234314000,112
한국폴리텍 I 대학 제주캠퍼스,사립,제주,58969000,1082000,69969000,전문대학,0,2164000.0,2,3964000,2,1964000,4,7582000,1,1082000,2000000,6500000,8500000,3046000,11546000,6
한국폴리텍 II 대학 남인천캠퍼스,사립,인천,44892000,1247000,75656000,전문대학,0,2494000.0,2,4000000,0,0,6,14273519,2,2294000,4000000,11979519,15979519,2294000,18273519,8
한국폴리텍 II 대학 인천캠퍼스,사립,인천,1586866563,35229000,1983080063,전문대학,0,2494000.0,129,282549500,59,69599500,222,482590580,61,71940580,212950000,410650000,623600000,141540080,765140080,351
한국폴리텍 III 대학 강릉캠퍼스,사립,강원,131500750,5515500,164062750,전문대학,0,2526761.9,9,15716000,1,716000,9,19331500,2,1531500,15000000,17800000,32800000,2247500,35047500,18
한국폴리텍 III 대학 원주캠퍼스,사립,강원,109787000,4792000,146485000,전문대학,0,2174000.0,4,8587000,1,587000,16,30500000,0,0,8000000,30500000,38500000,587000,39087000,20
한국폴리텍 III 대학 춘천캠퍼스,사립,강원,258508000,5648000,338657000,전문대학,0,2432000.0,15,30648000,3,3648000,24,48364000,4,4864000,27000000,43500000,70500000,8512000,79012000,39
한국폴리텍 IV 대학 대전캠퍼스,사립,대전,769444000,13376000,971267450,전문대학,0,2432000.0,60,109294660,13,12794660,134,264118000,23,21968000,96500000,242150000,338650000,34762660,373412660,194
한국폴리텍 IV 대학 아산캠퍼스,사립,충남,385824001,8216000,504413001,전문대학,0,2432000.0,15,30332000,3,3132000,34,67280000,5,4580000,27200000,62700000,89900000,7712000,97612000,49
한국폴리텍 IV 대학 청주캠퍼스,사립,충북,712576000,9100000,885337000,전문대학,0,2432000.0,39,80160000,10,9160000,70,146252000,10,8052000,71000000,138200000,209200000,17212000,226412000,109
한국폴리텍 IV 대학 충남캠퍼스,사립,충남,173120000,0,248860000,전문대학,0,2164000.0,9,17000000,0,0,19,36582000,1,1082000,17000000,35500000,52500000,1082000,53582000,28
한국폴리텍 V 대학 광주캠퍼스,사립,광주,1022858667,0,1237525667,전문대학,0,2432000.0,44,75394000,9,8944000,126,252068000,24,25168000,66450000,226900000,293350000,34112000,327462000,170
한국폴리텍 V 대학 익산캠퍼스,사립,전북,89984000,1932000,115165000,전문대학,0,2432000.0,3,3716000,1,1216000,7,9500000,0,0,2500000,9500000,12000000,1216000,13216000,10
한국폴리텍 V 대학 전남캠퍼스,사립,전남,166710000,6492000,218341000,전문대학,0,2164000.0,8,13250000,0,0,15,32246000,3,3246000,13250000,29000000,42250000,3246000,45496000,23
한국폴리텍 V 대학 전북캠퍼스,사립,전북,413138000,24607500,532743000,전문대학,0,2321000.0,26,56463000,7,7963000,60,111502500,5,5802500,48500000,105700000,154200000,13765500,167965500,86
한국폴리텍 VI 대학 구미캠퍼스,사립,경북,708320001,36400000,867186001,전문대학,0,2432000.0,33,64926000,11,11376000,79,156390000,15,16740000,53550000,139650000,193200000,28116000,221316000,112
한국폴리텍 VI 대학 대구캠퍼스,사립,대구,620565336,8512000,767142336,전문대학,0,2432000.0,36,79676000,11,12376000,116,243120000,20,21320000,67300000,221800000,289100000,33696000,322796000,152
한국폴리텍 VI 대학 영남융합기술캠퍼스,사립,대구,184224000,7000000,258177000,전문대학,0,2432000.0,10,26512000,7,8512000,17,33716000,1,1216000,18000000,32500000,50500000,9728000,60228000,27
한국폴리텍 VI 대학 영주캠퍼스,사립,경북,74658000,3320000,92598000,전문대학,0,2164000.0,3,4500000,0,0,4,6582000,1,1082000,4500000,5500000,10000000,1082000,11082000,7
한국폴리텍 VII 대학 부산캠퍼스,사립,부산,946712667,50860000,1147292587,전문대학,0,2432000.0,56,113040000,15,18240000,128,249904000,19,23104000,94800000,226800000,321600000,41344000,362944000,184
한국폴리텍 VII 대학 울산캠퍼스,사립,울산,672164000,15929333,907036333,전문대학,0,2432000.0,55,120304000,20,23204000,115,212110000,10,12160000,97100000,199950000,297050000,35364000,332414000,170
한국폴리텍 VII 대학 창원캠퍼스,사립,경남,1866412000,13376000,2198211560,전문대학,0,2432000.0,88,183004000,19,23104000,198,398516000,28,31116000,159900000,367400000,527300000,54220000,581520000,286
한국폴리텍 특성화대학 로봇캠퍼스,사립,경북,230366000,1000000,271145000,전문대학,0,2164000.0,11,22828000,4,3828000,37,80934000,13,11984000,19000000,68950000,87950000,15812000,103762000,48
한국폴리텍 특성화대학 바이오캠퍼스,사립,충남,396602500,4400000,496650000,전문대학,0,2595000.0,11,19690000,4,4690000,52,98365396,3,3392500,15000000,94972896,109972896,8082500,118055396,63
한국폴리텍 특성화대학 반도체융합캠퍼스,사립,경기,364800000,1216000,473384000,전문대학,0,2432000.0,26,59224000,14,16024000,60,106594000,9,10444000,43200000,96150000,139350000,26468000,165818000,86
한국폴리텍 특성화대학 항공캠퍼스,사립,경남,337264167,0,409553667,전문대학,0,2433846.2,23,51301500,9,11751500,49,96666000,10,13766000,39550000,82900000,122450000,25517500,147967500,72
한국항공대학교,사립,경기,8808557552,1434167170,15244895175,대학,0,9210265.3,841,3779956160,718,2985406160,684,2427063519,420,1482794229,794550000,944269290,1738819290,4468200389,6207019679,1525
한남대학교,사립,대전,33531058226,3186449758,46491151779,대학,0,7869677.4,1069,3389225250,775,2220975250,1594,4234341566,774,1917481954,1168250000,2316859612,3485109612,4138457204,7623566816,2663
한동대학교,사립,경북,12458784448,975797037,17698667318,대학,0,7413037.9,530,2455025100,417,1774275100,1071,2984985027,532,1335735027,680750000,1649250000,2330000000,3110010127,5440010127,1601
한라대학교,사립,강원,8147438735,1580000,12352179562,대학,0,7767468.5,226,696225080,147,436875080,492,1390792210,284,736114930,259350000,654677280,914027280,1172990010,2087017290,718
한림대학교,사립,강원,18530356412,1543680475,27696772569,대학,0,8226649.5,883,3110953320,677,2154953320,1218,3288936186,673,1627506186,956000000,1661430000,2617430000,3782459506,6399889506,2101
한림성심대학교,사립,강원,7856973494,38170000,10093895908,전문대학,0,6250016.4,233,672046200,164,403996200,484,1247368700,252,575368700,268050000,672000000,940050000,979364900,1919414900,717
한서대학교,사립,충남,17038944374,1428699000,25832986918,대학,0,8525200.1,935,4061768730,719,3059168730,1444,5371783203,932,3404329594,1002600000,1967453609,2970053609,6463498324,9433551933,2379
한성대학교,사립,서울,17623740073,914265300,26492831358,대학,0,8033733.0,1081,4061200100,885,2968567100,1079,3231227394,652,1873127394,1092633000,1358100000,2450733000,4841694494,7292427494,2160
한세대학교,사립,경기,6983797466,1488449500,10412071990,대학,0,8859564.3,617,2704239000,563,2076489000,620,2078425529,446,1289825529,627750000,788600000,1416350000,3366314529,4782664529,1237
한신대학교,사립,경기,13186107981,1522053700,18457453964,대학,0,7892204.1,763,2553439480,622,1860289480,1049,2852133091,718,1598033080,693150000,1254100011,1947250011,3458322560,5405572571,1812
한양대학교,사립,서울,55528938642,11978880331,102965000000,대학,0,9286647.0,8365,45792397000,7083,36414314000,4215,14534342616,2364,8329899741,9378083000,6204442875,15582525875,44744213741,60326739616,12580
한양사이버대학교,사립,서울,18561503830,38784000,26133850820,대학,0,2936765.0,2122,5296334000,1078,1850384000,1213,2655608464,448,521367000,3445950000,2134241464,5580191464,2371751000,7951942464,3335
한양여자대학교,사립,서울,18039992181,1330223620,23463497155,전문대학,0,6761049.0,724,2209802600,581,1564052600,1080,2961156669,660,1573949039,645750000,1387207630,2032957630,3138001639,5170959269,1804
한영대학교,사립,전남,3298890624,26400000,4129483265,전문대학,0,6185299.1,162,437758000,88,193108000,209,511807546,89,175920046,244650000,335887500,580537500,369028046,949565546,371
한일장신대학교,사립,전북,2484763574,15080000,3632525397,대학,0,6852602.7,148,454465000,92,244315000,135,359154490,62,144719741,210150000,214434749,424584749,389034741,813619490,283
협성대학교,사립,경기,9528265624,1463215124,13592547291,대학,0,8135252.7,499,1847407250,409,1309057250,724,2128225661,456,1217575661,538350000,910650000,1449000000,2526632911,3975632911,1223
혜전대학교,사립,충남,7621661668,542877665,11039397527,전문대학,0,6323583.0,271,761613100,144,380413100,555,1510344928,254,661344928,381200000,849000000,1230200000,1041758028,2271958028,826
호남대학교,사립,광주,19582713788,587983300,26828664218,대학,0,6788793.8,534,1610109900,355,955859900,963,2364688576,401,865738576,654250000,1498950000,2153200000,1821598476,3974798476,1497
호남신학대학교,사립,광주,1754111855,900000,2274507323,대학,0,6973029.8,141,537445500,110,341245500,72,232940300,46,121140300,196200000,111800000,308000000,462385800,770385800,213
호산대학교,사립,경북,5702815466,0,8078326110,전문대학,0,6196261.2,175,481073610,89,216473610,409,1153361367,240,509019930,264600000,644341437,908941437,725493540,1634434977,584
호서대학교,사립,충남,31095695487,4015463900,47505272182,대학,0,8412408.0,1923,7514605700,1606,5601505700,2283,7079067132,1448,3921949662,1913100000,3157117470,5070217470,9523455362,14593672832,4206
호원대학교,사립,전북,16166702366,41075000,22422425790,대학,0,7501238.6,652,1963448000,411,1143548000,956,2773451673,543,1333868333,819900000,1439583340,2259483340,2477416333,4736899673,1608
홍익대학교,사립,서울,37581681490,9941625920,75731014441,대학,0,9152336.8,4266,22567052200,3535,18138252200,2735,8849556748,1412,4907137713,4428800000,3942419035,8371219035,23045389913,31416608948,7001
화신사이버대학교,사립,부산,5067608358,194104500,5696989620,대학,0,2515636.4,130,231550000,14,9550000,48,84650000,8,5250000,222000000,79400000,301400000,14800000,316200000,178
